site_name,study_count_for_site,latitude,longitude,coordinate_status,coordinate_source_name,coordinate_source_url,study_title,study_year,study_doi,study_source,study_landing_page_url,study_pdf_url,study_authors,abstract_excerpt
Pisco Valley,1,,,missing,,,"The First Field Season of Excavations at the Alto del Molino Site, Pisco Valley, Peru",1997,10.1179/jfa.1997.24.4.441,Journal of Field Archaeology,https://doi.org/10.1179/jfa.1997.24.4.441,,Helaine Silverman,"AbstractLittle archaeological fieldwork has been conducted in the Pisco Valley on the south coast of Peru and Pisco has long been regarded as inconsequential in the cultural dynamics of the region's prehistory. Yet a critical review of the literature and, especially, the results of recent excavations at the Alto del Molino site reveal that Pisco played an important role in the development of social complexity on the south coast at the end of the Early Horizon (ca. 300–1 B.C.) through the early Early Intermediate Period (ca. A.C. 1–300). The Pisco Valley is part of the larger context of the great cemeteries of the nearby, desolate Paracas Peninsula and the valley contributes to our understanding of those elaborate mortuary phenomena. In addition, a major regional culture called Carmen flourished in Pisco following the abandonment of the Paracas cemeteries and contemporary Pisco Valley sites. Carmen is contemporary with early Nasca culture of the Ica and Nazca valleys to the south and..."
Pista,1,,,missing,,,"High Resolution Drone Surveying of the Pista Geoglyph in Palpa, Peru",2018,10.3390/geosciences8120479,Geosciences,https://doi.org/10.3390/geosciences8120479,https://www.mdpi.com/2076-3263/8/12/479/pdf?version=1544694681,Karel Pavelka; Jaroslav Šedina; Eva Matoušková,"Currently, satellite images can be used to document historical or archaeological sites in areas that are distant, dangerous, or expensive to visit, and they can be used instead of basic fieldwork in several cases. Nowadays, they have final resolution on 35–50 cm, which can be limited for searching of fine structures. Results using the analysis of very high resolution (VHR) satellite data and super resolution data from drone on an object nearby Palpa, Peru are discussed in this article. This study is a part of Nasca project focused on using satellite data for documentation and the analysis of the famous geoglyphs in Peru near Palpa and Nasca, and partially on the documentation of other historical objects. The use of drone shows advantages of this technology to achieve high resolution object documentation and analysis, which provide new details. The documented site was the “Pista” geoglyph. Discovering of unknown geoglyphs (a bird, a guinea pig, and other small drawings) was quite sig..."
Rio Grande de Nazca,3,,,missing,,,"Bodies of evidence : human decapitation during the early intermediate period in the Acari Valley, south coast, Peru",2011,10.14288/1.0058405,Open Collections,https://doi.org/10.14288/1.0058405,,Craig Preston Smith,"The Nasca, who occupied parts of the Peruvian south coast during the Early Intermediate Period (EIP; ca. A.D. 1-750), are famous for their immense ground drawings, elaborate textiles, and attractive polychrome pottery. They are also well-known for their practice of collecting and modifying human heads. Caches of these well-preserved, and often mummified, ""trophy"" heads have been found by archaeologists working in the valleys of the Rio Grande de Nazca drainage, once the heartland of Nasca society. Based on the contexts in which they are found, as well as their depiction in the iconography of the Nasca and earlier Paracas culture (ca. 800 B.C. - A.D. 1), the heads have come to be seen as important ideological symbols, which were likely incorporated in rituals centered on themes of water, fertility, and regeneration. While the interpretation of the ritual purpose of Nasca ""trophy"" heads is widely accepted, the nature and context in which the heads were obtained is the subject of much ..."
Rio Grande de Nazca,3,,,missing,,,"Fluvial Dynamics and Cultural Landscape Evolution in the Rio Grande de Nazca Drainage Basin, Southern Peru",2008,10.30861/9781407302751,,https://doi.org/10.30861/9781407302751,,Ralf Hesse,
Rio Grande de Nazca,3,,,missing,,,"Paracas in Nazca: New Data on the Early Horizon Occupation of the Rio Grande de Nazca Drainage, Peru",1994,10.2307/971822,Latin American Antiquity,https://doi.org/10.2307/971822,,Helaine Silverman,"Nasca culture and, particularly, Nasca ceramic iconography are held to evolve directly and smoothly out of antecedent Paracas. Yet the data reviewed in this article indicate that Paracas remains in the Río Grande de Nazca drainage, the heartland of Nasca culture on the south coast of Peru, are limited in nature, a fact that makes it difficult to derive Nasca from Paracas in Nazca. In contrast, there are rich and abundant Paracas remains in the Ica, Pisco, and Chincha valleys, at the Paracas type site itself, and along the Bahía de la Independencia. I look to the Ica Valley for the origins of the Nasca style."
Sama,2,,,missing,,,"PREHISPANIC PRESENCE, SETTLEMENT PATTERNS AND ECOLOGICAL COMPLEMENTARITY IN THE LOMAS OF THE SAMA VALLEY, TACNA, PERU",2019,10.4067/s0717-73562019005001201,Chungara,https://doi.org/10.4067/s0717-73562019005001201,https://scielo.conicyt.cl/pdf/chungara/v51n3/0717-7356-chungara-01201.pdf,Sarah Baitzel; Arturo F. Rivera Infante,"Pedestrian survey of the middle Sama Valley (460-730 masl), Tacna, on the far south coast of Peru has identified 47 archaeological sites dating from the Archaic to the Late Horizon Period. Early hunter-gatherer populations occupied lomas and riparian environments in connection with coastal-highland mobility. The arrival of agropastoralist Cabuza populations in the terminal Middle Horizon foreshadowed Throughout the late prehispanic period a series of highlander incursions into the valley occurred attracted by the arable valley, lomas pasture, and proximity to the coast, culminating in the installation of Inca imperial infrastructure."
Sama,2,,,missing,,,Unstructured satellite survey detects up to 20% of archaeological sites in coastal valleys of southern Peru,2024,10.1371/journal.pone.0292272,PLoS ONE,https://doi.org/10.1371/journal.pone.0292272,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0292272&type=printable,Thomas J. Snyder; Randall Haas,"Satellite survey is widely used for archaeological site discovery, but the efficacy of the method has received little systematic investigation. In this analysis, twelve study participants of different experience levels performed an unstructured remote survey of 197 km2 in the Sama and Moquegua valleys of south central Peru where previous pedestrian surveys recorded 546 archaeological sites. Results indicate an average site discovery rate of 9.3% (0-18%, 95% range). The most experienced participants detect up to 20% (17-22%) of known archaeological sites. These detection rates can be used to derive reliable site frequency estimates on the Andean coast, which can be used in planning and budgeting for field efforts and estimating demographic patterns at large spatial scales that are difficult to achieve through pedestrian survey. More generally, this analysis offers a method for deriving correction terms specific to other parts of the world. Additionally, the results can serve as a bas..."
Torata Alta,1,,,missing,,,"Isotopic evidence for Middle Horizon to 16th century camelid herding in the Osmore Valley, Peru",2010,10.1002/oa.1157,International Journal of Osteoarchaeology,https://doi.org/10.1002/oa.1157,,Erin Kennedy Thornton; Susan D. deFrance; John Krigbaum; Patrick Ryan Williams,"Abstract Archaeological and zooarchaeological data indicate that camelid pastoralism was a subsistence and economic mainstay of Middle Horizon and more recent cultures in the Osmore region of southern Peru. However, it is not known whether camelids were primarily herded in highland puna pastures or near lower elevation sites in the middle valley or along the coast. This research examines the elevation of archaeological camelid herding in the Osmore Valley using stable isotope analysis. Stable carbon (δ 13 C) and nitrogen (δ 15 N) isotope ratios were measured on 28 archaeological camelid bone samples from the Middle Horizon sites of Cerro Baúl and Cerro Mejía, the Late Intermediate site of Yaral and the late pre‐Hispanic to Colonial period site of Torata Alta. Twenty‐three archaeological camelids have δ 13 C and δ 15 N values similar to five modern camelids maintained in highland puna pastures. In contrast, three camelids from the high status Wari site of Cerro Baúl, and two from Yar..."
Yaral,1,,,missing,,,"Isotopic evidence for Middle Horizon to 16th century camelid herding in the Osmore Valley, Peru",2010,10.1002/oa.1157,International Journal of Osteoarchaeology,https://doi.org/10.1002/oa.1157,,Erin Kennedy Thornton; Susan D. deFrance; John Krigbaum; Patrick Ryan Williams,"Abstract Archaeological and zooarchaeological data indicate that camelid pastoralism was a subsistence and economic mainstay of Middle Horizon and more recent cultures in the Osmore region of southern Peru. However, it is not known whether camelids were primarily herded in highland puna pastures or near lower elevation sites in the middle valley or along the coast. This research examines the elevation of archaeological camelid herding in the Osmore Valley using stable isotope analysis. Stable carbon (δ 13 C) and nitrogen (δ 15 N) isotope ratios were measured on 28 archaeological camelid bone samples from the Middle Horizon sites of Cerro Baúl and Cerro Mejía, the Late Intermediate site of Yaral and the late pre‐Hispanic to Colonial period site of Torata Alta. Twenty‐three archaeological camelids have δ 13 C and δ 15 N values similar to five modern camelids maintained in highland puna pastures. In contrast, three camelids from the high status Wari site of Cerro Baúl, and two from Yar..."
,,,,missing,,,"A Geomorphometric Approach to Estimate the Deterioration of Earthen Archaeological Sites by Rainfall and Diffusion Processes: The Huaca Chornancap (Eighth–14th Century <scp>ad</scp> ), Lambayeque, Peru",2026,10.1002/arp.70041,Archaeological Prospection,https://doi.org/10.1002/arp.70041,,Luigi Magnini; Maria Ilaria Pannaccione Apa; Robert Gutiérrez Cachay; Marco Fernández Manayalle; Carlos Eduardo Wester La Torre; Guido Ventura,"ABSTRACT Rain‐induced erosion processes can severely damage Earthen archaeological sites. Huaca Chornancap (HCH; eighth–14th century ad ) is a platform located in the Lambayeque region (Peru) exposed to seasonal rain due to El Niño Southern Oscillation (ENSO). We present data from a UAV‐based photogrammetric survey and produce a Digital Surface Model from which we compute selected morphometric parameters. Rills and gullyes affect the HCH steep flanks, whereas pits concentrates on the flat top. Slides induced by rain also affect the western flank. Results from a model evidence the HCH sectors where diffusive erosion processes are predicted to act over the next century. We determine a vertical erosion rates of 0.33 m/century by ENSO‐related rain, 0.13 m/century by splash erosion and < 0.25 m/century by diffusion processes. Our findings emphasize the deteroriation of the HCH structural integrity. The methodological approach we propose may be applied to other earthen archaeological site..."
,,,,missing,,,"A Structural Analysis of the Economic Impact of Tourism and the Perspective of Tourism Providers in Kuélap, Peru",2024,10.3390/land13010120,Land,https://doi.org/10.3390/land13010120,https://www.mdpi.com/2073-445X/13/1/120/pdf?version=1705914059,Franklin Omar Zavaleta Chávez Arroyo; Alex Javier Sánchez Pantaleón; Carlos Enrique Aldea Román; Rosse Marie Esparza-Huamanchumo; José Álvarez‐García,"Tourism boosts the regional economy and encompasses various sectors that determine its potential, promoting economic, environmental and social development by generating the creation of small and medium-sized enterprises and employment, thus improving people’s quality of life. In this context, an analysis of the structural changes in the number of visitors to the Kuélap archaeological site in the region of Amazonas, Peru was conducted. The closure of the Kuélap Monumental Archaeological Zone was selected as the object of analysis since the Kuélap archaeological site constitutes the most prominent tourist resource in the department of Amazonas and is the main attraction for tourists to visit. This study was carried out by using an analytical and descriptive approach, with a non-experimental longitudinal and cross-sectional design. Data from the Ministry of Foreign Trade and Tourism (MINCETUR) were used, and the perspective of tourism providers by means of a survey applied to a sample ..."
,,,,missing,,,Accounting in the King's Storehouse: the Inkawasi Khipu Archive,2015,10.7183/1045-6635.26.4.512,Latin American Antiquity,https://doi.org/10.7183/1045-6635.26.4.512,,Gary Urton; Alejandro Chu,"The site of Inkawasi (or Incahuasi) is located in the Cahete Valley, on the south coast of Peru. It was a major garrison and storage facility for the Inka expansion onto the south coast, built for housing and provisioning troops in the Inka assault on the Huarco peoples. Archaeological excavations of the storage facility have exposed what is to date a collection of 34 khipus (or quipus), the Inka knotted-string recording devices. We first explain why we consider the collection to constitute an “archive” and what the implications of that classification are for considering the significance of such a large collection of accounting devices associated with state storage. Several of the khipus were found associated with, or covered by, aji (Capsicum sp.), peanuts (Arachis hypogaea), and black beans (Phaseolus vulgaris). We suggest that these may be the products that the khipus recorded. Several khipus were tied together, and two sets of tied, paired samples are shown to contain very simil..."
,,,,missing,,,Airport construction threatens unexplored archaeological sites in Peru,2019,10.1126/science.aaw9182,Science,https://doi.org/10.1126/science.aaw9182,,Lizzie Wade,
,,,,missing,,,"Ancestors, mountains, shrines, and settlements: Late Intermediate Period landscapes of the southern Vilcanota River Valley, Peru",2005,,,http://www.indigenouspolicy.org/index.php/ipj/thesis/view/239,,Emily Dean,"Drawing upon original archaeological survey and excavation data, as well as published historic and ethnographic resources, this thesis uses Cultural Landscape theory to examine settlement and land-use patterns in the Canas-Canchis region of southern highland Peru, paying particular attention to the Late Intermediate Period (AD 1000-1400). An Inka legend links Viracocha's journey of creation with the eruption of the volcano Kinsach'ata at Cacha. The Inkas later constructed a great temple here which served as a way-stop on the annual religious pilgrimage connecting Cuzco with Lake Titicaca. Archaeological and ethnohistoric evidence suggests that the pre-Inks peoples of the region also regarded Kinsach'ata as a special place. My dissertation addresses how the Late Intermediate Period populations of the southern Vilcanota River Valley incorporated important places such as Kinsach'ata into their ritual and daily lives. I begin by discussing cultural landscape theory in archaeology, argui..."
,,,,missing,,,Ancient DNA Analysis Suggests Negligible Impact of the Wari Empire Expansion in Peru’s Central Coast during the Middle Horizon,2016,10.1371/journal.pone.0155508,PLoS ONE,https://doi.org/10.1371/journal.pone.0155508,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0155508&type=printable,Guido Valverde; María Inés Barreto Romero; Isabel Flores Espinoza; Alan Cooper; Lars Fehren‐Schmitz; Bastien Llamas; Wolfgang Haak,"The analysis of ancient human DNA from South America allows the exploration of pre-Columbian population history through time and to directly test hypotheses about cultural and demographic evolution. The Middle Horizon (650-1100 AD) represents a major transitional period in the Central Andes, which is associated with the development and expansion of ancient Andean empires such as Wari and Tiwanaku. These empires facilitated a series of interregional interactions and socio-political changes, which likely played an important role in shaping the region's demographic and cultural profiles. We analyzed individuals from three successive pre-Columbian cultures present at the Huaca Pucllana archaeological site in Lima, Peru: Lima (Early Intermediate Period, 500-700 AD), Wari (Middle Horizon, 800-1000 AD) and Ychsma (Late Intermediate Period, 1000-1450 AD). We sequenced 34 complete mitochondrial genomes to investigate the potential genetic impact of the Wari Empire in the Central Coast of Per..."
,,,,missing,,,"Archaeological Explorations in Southern Peru, 1954–1955",1956,10.2307/276816,American Antiquity,https://doi.org/10.2307/276816,,John Howland Rowe,"From March, 1954, through the whole of the year 1955 the University of California at Berkeley sponsored a program of archaeological field work in southern Peru and related studies in museums of the United States. In Peru the expedition worked out of 2 bases, one at Cuzco in the highlands and the other at lea on the south coast. It was concerned primarily with archaeological survey and exploration, although excavations were also made at 2 Inca period sites in the coastal area studied. The expedition staff consisted of John H. Rowe, Director, Dorothy Menzel (Mrs. Francis A. Riddell), Francis A. Riddell, Dwight T. Wallace, Lawrence E. Dawson, and David A. Robinson."
,,,,missing,,,Archaeological tourism: looking for visitor loyalty drivers,2019,10.1080/1743873x.2019.1602628,Journal of Heritage Tourism,https://doi.org/10.1080/1743873x.2019.1602628,,María Francisca Blasco López; Nuria Recuero Virto; Joaquín Aldás Manzano; Jesús García de Madariaga,"Revisit intention has become a focus of attention for archaeological sites management. Identifying visitors’ loyalty drivers to any tourism attraction is crucial but it is even more necessary for these non-renewable resources. This study was designed to analyse the role of service experience, new service bonds and perceived value in visitors’ revisit intention generation process. The main contribution of the research is that perceived value is, for the first time, conceptualised as a dimension that comprehends knowledge value, relational value and perceived relationship investment. Four hundred-seventy visitors to the Pyramids of the Sun and the Moon (Peru) were surveyed. Results indicate that perceived value has the strongest impact on visitors’ loyalty, followed by the indirect effect of new service bonds mediated by perceived value. Moreover, the linkage between new service bonds and perceived value was determined as the most significant of all the relationships analysed."
,,,,missing,,,Camelid Gastrointestinal Parasites from the Archaeological Site of Huanchaquito (Peru): First Results,2019,10.1080/14614103.2018.1558804,Environmental Archaeology,https://doi.org/10.1080/14614103.2018.1558804,,Matthieu Le Bailly; Nicolas Goepfert; Gabriel Prieto; John Verano; Benjamin Dufour,
,,,,missing,,,Correction: Unstructured satellite survey detects up to 20% of archaeological sites in coastal valleys of southern Peru,2025,10.1371/journal.pone.0328409,PLOS One,https://doi.org/10.1371/journal.pone.0328409,,Thomas J. Snyder; Randall Haas,
,,,,missing,,,Diachronic Investigations of Mitochondrial and Y-Chromosomal Genetic Markers in Pre-Columbian Andean Highlanders from South Peru,2010,10.1111/j.1469-1809.2010.00620.x,Annals of Human Genetics,https://doi.org/10.1111/j.1469-1809.2010.00620.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-1809.2010.00620.x,Lars Fehren‐Schmitz; Ole Warnberg; Markus Reindel; Verena Seidenberg; Elsa Tomasto-Cagigao; Johny Isla-Cuadrado; Susanne Hummel; Bernd Herrmann,"This study examines the reciprocal effects of cultural evolution, and population dynamics in pre-Columbian southern Peru by the analysis of DNA from pre-Columbian populations that lived in the fringe area between the Andean highlands and the Pacific coast. The main objective is to reveal whether the transition from the Middle Horizon (MH: 650-1000 AD) to the Late Intermediate Period (LIP: 1000-1400 AD) was accompanied or influenced by population dynamic processes. Tooth samples from 90 individuals from several archaeological sites, dating to the MH and LIP, in the research area were collected to analyse mitochodrial, and Y-chromosomal genetic markers. Coding region polymorphisms were successfully analysed and replicated for 72 individuals, as were control region sequences for 65 individuals and Y-chromosomal single nucleotide polymorphisms (SNPs) for 19 individuals, and these were compared to a large set of ancient and modern indigenous South American populations. The diachronic com..."
,,,,missing,,,Early Domesticated Cottons from Archaeological Sites in Central Coastal Peru,1974,10.2307/279225,American Antiquity,https://doi.org/10.2307/279225,,S. G. Stephens; M. Edward Moseley,"Abstract Seeds, fiber samples, and boll parts recovered from 4 pre-ceramic sites in the Ancon-Chillon area of Peru were compared with those of living forms, both wild and cultivated, collected from the coastal areas of Ecuador and Peru. All the living forms belong to the species, Gossypium barbadense L., and it was concluded that the archaeological cotton belonged to this same species. Chocolate and reddish-brown colored fibers recovered from 4 sites (Tank, Punta Grande, Pampa, and Camino) and encompassing a time sequence from approximately 2500 B.C. to approximately 1750 B.C. resembled closely those still to be found in present-day cultivars in coastal Peru and Ecuador. On the other hand, certain characteristics exhibited by the archaeological material (small beaked bolls, fuzzy seeds, narrow fiber diameter) resemble more closely those of present-day wild forms. Seed size and fiber diameter show progressive increases from the older to the more recent levels. The finding of (1) choc..."
,,,,missing,,,"Early human settlement of the high-altitude Pucuncho Basin, Peruvian Andes",2012,,DigitalCommons (California Polytechnic State University),https://digitalcommons.library.umaine.edu/etd/1808,,Kurt Rademaker,"This interdisciplinary thesis presents results from field and laboratory investigations of archaeological sites in a ~150-km coast-highland corridor in southern Peru, aimed at better understanding the Terminal Pleistocene biogeographic expansion of humans into the high-altitude Andes and possible early coast-highland links. I integrated a number of approaches to understand late-glacial landscapes and to locate early hunter- gatherer archaeological sites, including creation of a digital database of archaeological radiocarbon data, geochemical characterization of the Alca obsidian source, quantitative geographic information systems (GIS) predictive modeling, region-level archaeological survey, geophysical surveys, test excavations, and systematic surface collections, and accelerator mass spectrometry (AMS) dating of the Cuncaicha rockshelter (4488 m elevation), the highest Pleistocene archaeological site yet discovered in the world. This interdisciplinary work in the high Peruvian And..."
,,,,missing,,,"Feasting and the evolution of cooperative social organizations circa 2300 B.P. in Paracas culture, southern Peru",2018,10.1073/pnas.1806632115,Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.1806632115,https://www.pnas.org/content/pnas/115/29/E6716.full.pdf,Charles Stanish; Henry Tantaleán; Kelly J. Knudson,"Recent theoretical innovations in cultural evolutionary theory emphasize the role of cooperative social organizations that unite diverse groups as a key step in the evolution of social complexity. A principal mechanism identified by this theory is feasting, a strategy that reinforces norms of cooperation. Feasts occur throughout the premodern world, and the intensification of feasting is empirically correlated to increased social complexity. A critical factor in assessing the evolutionary significance of this practice is the scale and range of the feast from that focused on a single community to ones that draw from a large region or catchment zone. This work addresses the degree to which hosts draw on a local area vs. a regional one in initial prehistoric feasting. We report on excavations at a locus of intensive feasting-a ceremonial sunken court-in a fifth- to third-century BCE Paracas site on the south coast of Peru. We selected 39 organic objects from the court placed as offerin..."
,,,,missing,,,Heavy Metals in Archaeological Soils,2021,10.1017/aap.2020.52,Advances in Archaeological Practice,https://doi.org/10.1017/aap.2020.52,,Sarah Kennedy; Sarah J. Kelloway,"Abstract Portable X-ray fluorescence (pXRF) spectroscopy is commonly used for testing toxic levels of heavy metals in modern industrial waste sites, and it has seen growing applicability in the context of archaeological survey and soils. In this study, we present the results of our pXRF analysis of surface soils at a historic silver refinery located near Puno, Peru, in the western Lake Titicaca Basin. The results of our analysis identified hazardous levels of antimony (Sb), arsenic (As), mercury (Hg), and lead (Pb) in excavation soils, necessitating the relocation of planned excavation units and the use of personal protective equipment. This study highlights the advantages of rapid, in situ pXRF analysis of surface soils in contaminated industrial archaeology sites to assess potential harm to human health."
,,,,missing,,,Intensive Predictive Mapping of Surface Topography at Archaeological Sites in Peru,2013,10.1002/j.sda2.20130303.0004,Student Anthropologist,https://doi.org/10.1002/j.sda2.20130303.0004,,Piscitelli Matthew; Haas Jonathan; Creamer Winifred,"Abstract Limited resources often hamper archaeologists’ ability to accurately identify promising areas to excavate at large‐scale sites. High‐resolution maps can serve as predictive tools for locating subsurface architecture based on patterns in surface topography. This paper presents recent intensive mapping conducted at three Late Archaic (3,000‐1,800 B. C. E.) archaeological sites in the Fortaleza Valley of Peru. Total station data were used to generate 3D surface maps in ArcGIS to delineate elevation changes in fine‐grained detail. Distinctive features on the surface and microtopography reveal small‐scale patterns that can inform our choices for targeted excavations. This procedure will provide a methodological tool for finding subsurface architecture at large‐scale sites elsewhere."
,,,,missing,,,Irrigation and the Origins of the Southern Moche State on the North Coast of Peru,2002,10.2307/972222,Latin American Antiquity,https://doi.org/10.2307/972222,,Brian Billman,"In this paper, I examine the role that irrigation played in the formation of the Southern Moche state in the Moche Valley, Peru. Specifically, I attempt to test Wittfogel and Steward's hydraulic model, which postulates that in certain arid environments, the managerial requirements of construction and maintenance of irrigation systems played a crucial role in the formation of centralized polities. I formulate and evaluate four hypotheses concerning the role of irrigation systems in the Moche Valley. Those hypotheses are then evaluated using settlement pattern data drawn from two surveys that cover the entire coastal section of the valley and provide information on 910 archaeological sites. Based on those data, I present a sequence of political development for the valley from the formation of the first autonomous village in the Late Preceramic period (2500–1800 B. C.) to the zenith of the Southern Moche state. Evaluation of the four hypotheses indicates that the managerial requirement..."
,,,,missing,,,"Las ocupaciones paracas y topará en Cerro del gentil, valle de Chincha",2017,10.18800/boletindearqueologiapucp.201701.003,Boletín de Arqueología PUCP,https://doi.org/10.18800/boletindearqueologiapucp.201701.003,http://revistas.pucp.edu.pe/index.php/boletindearqueologia/article/download/19492/19602,Henry Tantaleán; Charles Stanish; Kelita Pérez; Alexis Rodríguez,"This article presents a synthesis of the principal archaeological evidence obtained during the last three field seasons at the site of Cerro del Gentil in the middle Chincha Valley on Peru's south coast. Based on these data, we propose the existences of a series of social practices that were conducted at the site. We further explore the implications of these results for understanding the Paracas and Topar occupations in the Chincha valley between the 6th and 2nd centuries BCE."
,,,,missing,,,NEW EVIDENCE FOR PRE-CERAMIC MAIZE ON THE COAST OF PERU,1963,10.1179/naw.1963.1.1.004,Ñawpa Pacha,https://doi.org/10.1179/naw.1963.1.1.004,,David H. Kelley; Bonavía B. Duccio,"Kelley was in Peru on a Fulbright grant in 1957-58 to participate in the archaeological survey program of the University of San Marcos, and he worked chiefly in the far north, in the Department of Piura. The work at Huarmey North One was therefore an incidental part of his project, and only a limited amount of time could be devoted to it. Kelley was^shown the site by Edward P. Lanning, who was at that time excavating for Frederic Engel at Culebras, the next valley north of Huarmey."
,,,,missing,,,Pozuelo,2024,10.22199/issn.0718-1043-2023-0030,Estudios Atacameños Arqueología y antropología surandinas,https://doi.org/10.22199/issn.0718-1043-2023-0030,https://revistas.ucn.cl/index.php/estudios-atacamenos/article/download/5683/4447,Henry Tantaleán; Charles Stanish; José Román; Christine Bergmann,"This article describes our archaeological research at Pozuelo, one of the earliest ceramic archaeological sites in the Chincha Valley, located on the southern coast of Peru. Our research confirms the stylistic relationships of Pozuelo ceramics with contemporaries from other sites on the south, central and north coast in the VIII and V centuries B.C. Coincidentally, this period also produced the most ceramics known in archaeological literature as “Chavinoid” or “Janabarroid.” Pozuelo represents the earliest manifestation of sedentarization, the production of social and labor spaces in the Chincha Valley, and endogenous social development. It is also associated with the more extensive Chavín phenomenon in the Andean area."
,,,,missing,,,"Processes of State Formation in the Inca Heartland (Cuzco, Peru)",2002,10.1525/aa.2002.104.3.846,American Anthropologist,https://doi.org/10.1525/aa.2002.104.3.846,,Brian S. Bauer; R. Alan Covey,"This article addresses Inca state formation in the central highlands of Peru. Using ethnohistoric materials and new archaeological survey data from three areas surrounding Cuzco, the capital of the Inca empire, we argue that rapid Inca expansion after C.E. 1400 was made possible by long‐term processes of state formation and regional consolidation. From C.E. 1000‐1400, a centralized state developed in the Cuzco Valley, extending its direct administrative control over numerous neighboring groups. Less powerful neighboring polities accepted Inca adm nistration early on, perhaps even n tiating Inca patronage. Strong rivals to Inca control maintained their independence, at times depopulating intermediate areas and settling in defensive sites to protect settlements and resources. Finally, groups of intermediate complexity used alliances and violence to align themselves with the strongest regional competitors. Such variability in regional integration strategies reveals how Inca state forma..."
,,,,missing,,,Re-evaluating the resource potential of lomas fog oasis environments for Preceramic hunter–gatherers under past ENSO modes on the south coast of Peru,2015,10.1016/j.quascirev.2015.10.025,Quaternary Science Reviews,https://doi.org/10.1016/j.quascirev.2015.10.025,,David Beresford‐Jones; Alexander Pullen; Oliver Q. Whaley; Justin Moat; George Chauca; Lauren Cadwallader; Susana Arce; Alfonso Orellana; Carmela Alarcón; Manuel Gorriti; Patricia Maita Agurto; Fraser Sturt; Agathe Dupeyron; Oliver Huamán; Kevin Lane; Charles French,"Lomas – ephemeral seasonal oases sustained by ocean fogs – were critical to ancient human ecology on the desert Pacific coast of Peru: one of humanity's few independent hearths of agriculture and “pristine” civilisation. The role of climate change since the Late Pleistocene in determining productivity and extent of past lomas ecosystems has been much debated. Here we reassess the resource potential of the poorly studied lomas of the south coast of Peru during the long Middle Pre-ceramic period (c. 8000–4500 BP): a period critical in the transition to agriculture, the onset of modern El Niño Southern Oscillation (‘ENSO’) conditions, and eustatic sea-level rise and stabilisation and beach progradation. Our method combines vegetation survey and herbarium collection with archaeological survey and excavation to make inferences about both Preceramic hunter–gatherer ecology and the changed palaeoenvironments in which it took place. Our analysis of newly discovered archaeological sites – an..."
,,,,missing,,,"Recent Excavations at Pampa de las Llamas-Moxeke, a Complex Initial Period Site in Peru",1986,10.1179/jfa.1986.13.4.381,Journal of Field Archaeology,https://doi.org/10.1179/jfa.1986.13.4.381,,Shelia Pozorski; Thomas Pozorski,
,,,,missing,,,"Reconstructing the built environment of the Millo Complex, Vitor Valley, Peru",2017,10.1080/00776297.2017.1324011,Ñawpa Pacha,https://doi.org/10.1080/00776297.2017.1324011,,Benjamin T. Nigra; Augusto Cardona Rosas; María Cecilia Lozada; Hans Barnard,"The Vitor Valley is an alluvial oasis linking the Arequipa highlands to the Pacific coast of southern Peru. The northern limit of the valley hosts a dense archaeological landscape of interspersed fieldstone structures and cemeteries known as the Millo Complex. This cluster comprises three principal segments referred to as Millo 2, Millo 3, and Millo 4; each of which preserves extensive architecture. Here we report on our research of the visible remains of the built environment of these sites, focusing on the relationships between structures, topography, visibility, and access. We suggest that these segments operated as contemporaneous and interdependent components of the larger settlement. Radiocarbon analysis of charcoal samples recovered from excavations at Millo 2 and surface ceramics from across the Millo Complex place this within the Middle Horizon (600‒1100 CE), a period of profound social change and reconfiguration of geopolitical relationships across the south-central Andes...."
,,,,missing,,,"Regional perspectives on Wari state influence in Cusco, Peru (c. AD 600–1000)",2013,10.1016/j.jaa.2013.09.001,Journal of Anthropological Archaeology,https://doi.org/10.1016/j.jaa.2013.09.001,,R. Alan Covey; Brian S. Bauer; Véronique Bélisle; Lia Tsesmeli,"The archaeological reconstruction of ancient states requires consistent regional measures of state-directed power and influence. This paper presents data from a series of systematic archaeological surveys in the Cusco region of highland Peru to evaluate patterns of influence by the Wari state during a period of colonization from ca. AD 600–1000. We discuss interpretive debates over the nature and intensity of Wari social power, suggesting that site-based studies can be contextualized meaningfully using our large-scale dataset, which offers settlement patterns at varying distances (0–70 km) from Pikillacta, a Wari administrative center. We discuss local settlement patterns before and during Wari colonization, as well as the distribution of Wari pottery and local Wari-influenced wares. We then use a geographic information systems analysis of travel time from key sites to evaluate the broad regional distribution patterns of local and Wari ceramic styles. Although the regional survey da..."
